STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,citizen,Country of citizenship,sex,Sex,age,Age class,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2019-07,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2019-08,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2019-09,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2019-10,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2019-11,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2019-12,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2020-01,,5,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2020-02,,5,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2020-03,,5,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2020-04,,5,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2020-05,,5,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2020-06,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2020-07,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2020-08,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2020-09,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2020-10,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2020-11,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2020-12,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2021-01,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2021-02,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2021-03,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2021-04,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2021-05,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2021-06,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2021-07,,10,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2021-08,,5,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2021-09,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2021-10,,5,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2021-11,,5,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2021-12,,5,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2022-01,,10,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2022-02,,5,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2022-03,,5,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2022-04,,5,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2022-05,,10,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2022-06,,15,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2022-07,,15,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2022-08,,15,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2022-09,,15,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2022-10,,15,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2022-11,,20,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2022-12,,15,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2023-01,,25,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2023-02,,25,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2023-03,,35,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2023-04,,35,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2023-05,,30,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2023-06,,35,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2023-07,,30,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2023-08,,30,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2023-09,,25,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2023-10,,25,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2023-11,,20,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2023-12,,25,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2024-01,,25,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2024-02,,30,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2024-03,,35,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2024-04,,25,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2024-05,,30,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2024-06,,20,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2024-07,,25,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2024-08,,25,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2024-09,,30,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2024-10,,30,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2024-11,,30,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2024-12,,35,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2025-01,,35,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2025-02,,45,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2025-03,,45,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2025-04,,45,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2025-05,,40,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2025-06,,45,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2025-07,,50,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2025-08,,50,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2025-09,,55,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2025-10,,60,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2025-11,,60,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CH,Switzerland,2025-12,,55,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CY,Cyprus,2017-01,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CY,Cyprus,2017-02,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CY,Cyprus,2017-03,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CY,Cyprus,2017-04,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CY,Cyprus,2017-05,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CY,Cyprus,2017-06,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CY,Cyprus,2017-07,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CY,Cyprus,2017-08,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CY,Cyprus,2017-09,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CY,Cyprus,2017-10,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CY,Cyprus,2017-11,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CY,Cyprus,2017-12,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CY,Cyprus,2018-01,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CY,Cyprus,2018-02,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CY,Cyprus,2018-03,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CY,Cyprus,2018-04,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CY,Cyprus,2018-05,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CY,Cyprus,2018-06,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CY,Cyprus,2018-07,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CY,Cyprus,2018-08,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CY,Cyprus,2018-09,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CY,Cyprus,2018-10,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CY,Cyprus,2018-11,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CY,Cyprus,2018-12,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CY,Cyprus,2019-01,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CY,Cyprus,2019-02,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CY,Cyprus,2019-03,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CY,Cyprus,2019-04,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CY,Cyprus,2019-05,,0,,,,,
dataflow,ESTAT:MIGR_ASYPENCTZM(1.0),"Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,MM,Myanmar/Burma,T,Total,TOTAL,Total,CY,Cyprus,2019-06,,0,,,,,
